2009-07-24;2
2009-07-25;2
2009-07-26;2
2009-07-27;3
2009-07-28;3
2009-07-29;3
2009-07-30;3
2009-07-31;3
2009-08-01;3
2009-08-02;3
2009-08-03;3
2009-08-04;3
2009-08-05;3
2009-08-06;3
2009-08-07;4
2009-08-08;4
2009-08-09;4
2009-08-10;4
2009-08-11;4
2009-08-12;4
2009-08-13;4
2009-08-14;4
2009-08-15;4
2009-08-16;4
2009-08-17;4
2009-08-18;4
2009-08-19;4
2009-08-20;4
2009-08-21;4
2009-08-22;4
2009-08-23;5
2009-08-24;5
2009-08-25;5
2009-08-26;5
2009-08-27;5
2009-08-28;5
2009-08-29;5
2009-08-30;5
2009-08-31;5
2009-09-01;7
2009-09-02;9
2009-09-03;11
2009-09-04;11
2009-09-05;11
2009-09-06;11
2009-09-07;11
2009-09-08;11
2009-09-09;11
2009-09-10;12
2009-09-11;12
2009-09-12;13
2009-09-13;16
2009-09-14;16
2009-09-15;16
2009-09-16;16
2009-09-17;16
2009-09-18;16
2009-09-19;16
2009-09-20;16
2009-09-21;16
2009-09-22;16
2009-09-23;16
2009-09-24;16
2009-09-25;16
2009-09-26;16
2009-09-27;16
2009-09-28;16
2009-09-29;16
2009-09-30;16
2009-10-01;16
2009-10-02;16
2009-10-03;16
2009-10-04;16
2009-10-05;16
2009-10-06;16
2009-10-07;17
2009-10-08;17
2009-10-09;17
2009-10-10;17
2009-10-11;17
2009-10-12;18
2009-10-13;18
2009-10-14;18
2009-10-15;18
2009-10-16;18
2009-10-17;18
2009-10-18;18
2009-10-19;18
2009-10-20;19
2009-10-21;19
2009-10-22;21
2009-10-23;23
2009-10-24;24
2009-10-25;24
2009-10-26;24
2009-10-27;24
2009-10-28;24
2009-10-29;24
2009-10-30;24
2009-10-31;24
2009-11-01;24
2009-11-02;24
2009-11-03;24
2009-11-04;24
2009-11-05;25
2009-11-06;25
2009-11-07;25
2009-11-08;25
2009-11-09;25
2009-11-10;25
2009-11-11;25
2009-11-12;25
2009-11-13;25
2009-11-14;25
2009-11-15;25
2009-11-16;27
2009-11-17;29
2009-11-18;29
2009-11-19;30
2009-11-20;30
2009-11-21;30
2009-11-22;30
2009-11-23;30
2009-11-24;30
2009-11-25;30
2009-11-26;30
2009-11-27;30
2009-11-28;30
2009-11-29;30
2009-11-30;30
2009-12-01;30
2009-12-02;30
2009-12-03;30
2009-12-04;30
2009-12-05;30
2009-12-06;30
2009-12-07;30
2009-12-08;30
2009-12-09;30
2009-12-10;30
2009-12-11;30
2009-12-12;30
2009-12-13;30
2009-12-14;30
2009-12-15;30
2009-12-16;30
2009-12-17;30
2009-12-18;30
2009-12-19;31
2009-12-20;31
2009-12-21;31
2009-12-22;31
2009-12-23;31
2009-12-24;31
2009-12-25;31
2009-12-26;31
2009-12-27;31
2009-12-28;31
2009-12-29;31
2009-12-30;31
2009-12-31;31
2010-01-01;31
2010-01-02;32
2010-01-03;32
2010-01-04;32
2010-01-05;32
2010-01-06;32
2010-01-07;32
2010-01-08;32
2010-01-09;32
2010-01-10;32
2010-01-11;32
2010-01-12;32
2010-01-13;32
2010-01-14;32
2010-01-15;32
2010-01-16;32
2010-01-17;32
2010-01-18;32
2010-01-19;32
2010-01-20;32
2010-01-21;32
2010-01-22;32
2010-01-23;32
2010-01-24;32
2010-01-25;32
2010-01-26;32
2010-01-27;32
2010-01-28;32
2010-01-29;32
2010-01-30;32
2010-01-31;32
2010-02-01;32
2010-02-02;32
2010-02-03;32
2010-02-04;32
2010-02-05;32
2010-02-06;32
2010-02-07;32
2010-02-08;32
2010-02-09;32
2010-02-10;32
