,Date,Aggregator,Market_Real,Crop,Quantity_Real,Price,Amount,State,Compute,Av_Rate,Deviation,Max_Deviation,STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag
0,2016-12-10,2286,3,4,35.0,12.0,420.0,1,1,13.6404090658,1.64040906578,1.64040906578,0.598314426773,0.120260987619,2.74171738534,0.329721640534,0.0438633785752,1
1,2016-01-18,2286,3,3,356.0,1.5,534.0,1,1,2.0824099723,0.582409972299,1.9175900277,0.955108963149,0.279680744929,0.609783799305,0.170544787235,0.458655584565,1
2,2016-12-13,2287,3,3,319.0,6.0,1914.0,1,1,7.26298157454,1.26298157454,1.26298157454,0.662206891174,0.17389298893,1.90723109556,0.331654115787,0.0911756259296,1
3,2017-05-02,3775,3,5,25.0,15.0,375.0,1,1,15.0,0.0,0.0,0.0,0.0,,,0.0,1
4,2017-05-16,3775,3,3,123.0,3.0,369.0,1,1,3.0,0.0,0.0,0.0,0.0,,,0.0,1
5,2015-12-20,2287,3,3,540.0,4.5,2430.0,1,1,4.59905944987,0.0990594498669,2.09905944987,0.624086912799,0.021539067052,0.15872701035,0.00341883171889,0.135698813986,1
6,2016-01-16,2287,3,3,600.0,2.0,1200.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
7,2016-12-18,2287,3,62,800.0,7.0,5600.0,1,1,7.0,0.0,0.0,0.0,0.0,,,0.0,1
8,2016-12-18,2287,3,62,53.0,7.0,371.0,1,1,7.0,0.0,0.0,0.0,0.0,,,0.0,1
9,2017-01-10,2287,3,3,55.0,2.0,110.0,1,1,2.37385273258,0.373852732582,2.62614726742,0.905863247287,0.157487752905,0.412703279112,0.064995712044,0.381600440016,1
10,2017-01-22,2287,3,2,97.0,6.0,582.0,1,1,7.53297682709,1.53297682709,1.53297682709,1.43277147428,0.203502129673,1.06993812664,0.217734687391,0.190199904654,1
11,2016-02-21,2286,3,2,110.0,2.25,247.5,1,1,2.4287037037,0.178703703704,0.178703703704,0.112875649316,0.0735798703774,1.58319092547,0.116490983079,0.0464756771869,1
12,2015-12-19,2287,3,3,725.0,4.0,2900.0,1,1,4.31754681964,0.317546819639,0.682453180361,0.251143875676,0.0735479736304,1.26440200377,0.0929942052315,0.0581681881325,1
13,2017-05-21,3775,3,2,12.0,12.0,144.0,1,1,12.0,0.0,0.0,0.0,0.0,,,0.0,1
14,2015-12-25,2286,3,2,235.0,9.0,2115.0,1,1,9.0,0.0,0.0,0.0,0.0,,,0.0,1
15,2015-12-29,2286,3,3,159.0,4.75,755.25,1,1,4.83581979321,0.0858197932053,0.164180206795,0.118700932581,0.0177466896773,0.722991735107,0.0128307099622,0.0245461860981,1
16,2015-12-20,2287,3,3,285.0,2.5,712.5,1,1,4.59905944987,2.09905944987,2.09905944987,0.624086912799,0.456410592807,3.36340885671,1.53509543014,0.135698813986,2
17,2016-01-30,2287,3,3,1026.0,1.5,1539.0,1,1,1.80516521079,0.305165210786,0.305165210786,0.243837649921,0.169051125605,1.25150980944,0.211569141991,0.135077747158,1
18,2016-02-24,2287,3,3,630.0,1.0,630.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
19,2016-03-07,2287,3,3,1215.0,2.0,2430.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
20,2016-03-25,2287,3,3,965.0,1.5,1447.5,1,1,1.5,0.0,0.0,0.0,0.0,,,0.0,1
21,2015-12-30,2286,3,4,70.0,9.0,630.0,1,1,9.0,0.0,0.0,0.0,0.0,,,0.0,1
22,2016-01-02,2286,3,3,360.0,3.0,1080.0,1,1,3.34612549148,0.346125491481,0.653874508519,0.44431678963,0.103440678588,0.779006104562,0.0805809200805,0.132785453134,1
23,2016-01-03,2286,3,3,522.0,2.25,1174.5,1,1,2.98213856146,0.732138561463,1.01786143854,0.831788345591,0.245507895214,0.880198148174,0.21609559473,0.278923439823,1
24,2015-12-21,2286,3,3,590.0,5.25,3097.5,1,1,5.04597355769,0.204026442308,0.545973557692,0.22448930134,0.0404335139642,0.908847063489,0.0367478804329,0.0444887985982,1
25,2015-12-26,2286,3,3,614.0,5.5,3377.0,1,1,5.44513851168,0.0548614883216,0.195138511678,0.10346781712,0.0100753154771,0.530227561079,0.00534220995251,0.0190018705489,1
26,2015-12-19,2287,3,7,205.0,7.0,1435.0,1,1,7.0,0.0,0.0,0.0,0.0,,,0.0,1
27,2015-12-21,2287,3,3,973.0,5.0,4865.0,1,1,5.04597355769,0.0459735576923,0.545973557692,0.22448930134,0.00911093908176,0.204791753629,0.00186584519176,0.0444887985982,1
28,2016-01-06,2287,3,3,146.0,2.0,292.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
29,2016-01-29,2287,3,3,1026.0,1.5,1539.0,1,1,1.80516521079,0.305165210786,0.305165210786,0.243837649921,0.169051125605,1.25150980944,0.211569141991,0.135077747158,1
30,2017-04-08,2287,3,21,70.0,3.0,210.0,1,1,3.0,0.0,0.0,0.0,0.0,,,0.0,1
31,2016-12-26,2287,3,2,383.0,3.5,1340.5,1,1,4.41091954023,0.91091954023,0.91091954023,0.652298850575,0.20651465798,1.39647577093,0.288392716211,0.147882736156,1
32,2017-02-17,2287,3,2,176.0,6.0,1056.0,1,1,6.43856920684,0.438569206843,0.561430793157,0.496211908011,0.068115942029,0.883834506513,0.0602032200089,0.0770686610752,1
33,2016-01-03,2287,3,3,685.0,3.0,2055.0,1,1,2.98213856146,0.0178614385374,1.01786143854,0.831788345591,0.00598947304737,0.0214735378682,0.000128615176293,0.278923439823,1
34,2016-02-21,2286,3,2,55.0,2.25,123.75,1,1,2.4287037037,0.178703703704,0.178703703704,0.112875649316,0.0735798703774,1.58319092547,0.116490983079,0.0464756771869,1
35,2017-01-09,2287,3,3,491.0,2.0,982.0,1,1,2.0365230095,0.036523009496,0.463476990504,0.130106012641,0.0179340028694,0.280717307022,0.00503438498964,0.0638863455185,1
36,2017-01-23,2287,3,3,165.0,2.5,412.5,1,1,2.5,0.0,0.0,0.0,0.0,,,0.0,1
37,2017-01-29,2287,3,3,600.0,2.0,1200.0,1,1,1.78932370821,0.210676291793,1.21067629179,0.727611635122,0.117740736809,0.289544973752,0.0340912385488,0.406640582576,1
38,2017-02-04,2287,3,3,447.0,1.5,670.5,1,1,1.28764478764,0.212355212355,0.287644787645,0.247149489102,0.164917541229,0.859217686944,0.141700068312,0.19193918344,1
